LMP,Load,Temperature
16,42.78,6.11
16.81,42.68,6.03
16.48,42.74,6.01
16.49,42.77,6.02
17.02,42.63,5.96
17.08,42.57,5.93
17.33,42.52,5.96
16.63,42.48,5.98
15.97,42.44,6.07
16.46,42.38,6.14
17.17,42.33,6.05
18.09,42.3,5.95
16.8,42.47,6.02
15.71,42.66,6.01
16.52,42.51,6.03
18.01,42.26,5.94
18.18,42.32,5.92
16.94,42.5,5.93
16.87,42.46,5.85
17.46,42.24,5.9
18.13,42.23,5.9
17.85,42.32,5.84
18.32,42.25,5.78
18.94,42.05,5.75
18.52,42.06,5.83
18.82,41.91,5.81
19.41,41.65,5.82
19.01,41.49,5.96
18.27,41.32,6.12
17.61,40.92,6.37
16.2,40.49,6.84
13.74,40.26,7.37
10.27,40.22,8.12
7.63,40.24,8.98
4.97,40.1,10
6.49,39.58,10.43
8.82,39.25,10.38
18.36,39.61,10.58
26.95,40.83,11.93
46.8,40.5,12.85
18.68,59.85,27.59
19.27,60.45,27.55
22.98,61.89,27.28
28.19,63.47,27.02
34.88,64.93,26.68
44.84,66.61,26.26
58.27,68.12,26.52
73.51,69.96,26.87
87.06,71.8,27.29
96.74,74.45,27.61
110.12,74.97,28.18
120.07,74.97,28.66
128.18,74.97,29.22
120.36,74.97,29.92
102.7,72.84,30.87
73.24,70.99,31.73
49.34,70.05,32.44
38.15,69.38,33.17
39.38,68.87,33.36
61.39,68.08,32.83
89.86,67.06,32.69
70.79,66.9,33.54
36.3,66.05,34.45
16.91,63.21,35.04
8.18,59.74,35.13
4.31,57.04,34.91
3.62,54.9,34.27
4.52,53.23,33.27
6,51.86,32.12
7.37,50.78,30.92
9.33,49.7,29.88
10.96,48.81,29.06
12.57,48.05,28.43
14.11,47.39,27.89
15.44,46.79,27.45
16.88,46.33,27.14
18.05,45.94,26.91
19.02,45.68,26.73
19.81,45.41,26.58
20.13,45.31,26.47
20.55,45.18,26.42
20.88,45.08,26.38
21.14,45,26.39
21.11,45.04,26.39
21.25,44.96,26.36
21,44.98,26.36
21.16,44.92,26.43
20.63,45.01,26.43
20.31,45.04,26.48
19.78,45.14,26.55
19.05,45.25,26.68
18.32,45.43,26.78
17.48,45.61,26.97
15.99,46.09,27.06
15.15,46.48,27.25
13.85,47.17,27.4
13.04,47.95,27.58
12.06,49.01,27.7
11.78,50.16,27.8
11.77,51.4,27.84
12.03,52.83,27.87
12.9,54.29,27.84
14.25,55.79,27.7
15.52,57.39,27.55
18.09,59,27.29
21.72,60.72,26.87
26.53,62.41,26.5
32.43,64.18,26.2
40.17,65.93,26.11
52,67.36,26.26
66.53,69.21,26.58
82.17,70.98,26.98
98.7,73.26,27.24
111.22,74.97,27.86
121.88,74.97,28.51
129.71,74.97,28.99
134.92,74.97,29.48
119.63,74.89,30.13
94.05,73.15,31.04
62.03,71.52,32.03
39.16,70.45,32.98
25.98,69.87,33.66
22.49,69.38,34.09
29.71,69.06,33.81
56.95,68.16,32.99
86.75,67.06,32.64
68.7,66.82,33.34
36.99,65.63,34.26
17.29,62.66,34.92
8.39,59.22,35.13
4.43,56.8,34.94
3.74,54.86,34.37
4.46,53.29,33.44
5.5,52.17,32.35
6.95,51.07,31.46
7.67,50.35,30.93
12.06,52.05,31.72
11.79,52.18,31.64
11.36,52.19,31.56
11.86,52.11,31.32
11.64,52.06,31.14
12.11,52.23,30.91
12.8,52.41,30.82
13.23,52.85,30.7
14.14,53.38,30.56
15.35,54.22,30.29
16.38,55.2,30.05
17.81,56.36,29.75
20,57.62,29.39
22.77,58.86,29.02
26.33,60.14,28.61
30.34,61.62,28.12
34.6,63.1,27.75
40.27,64.67,27.42
45.36,66.16,27.18
52.93,67.68,26.96
62.33,68.97,26.75
72.46,70.25,26.73
84.68,71.42,26.77
96.46,72.83,26.81
108.59,73.98,26.83
120.36,74.97,26.95
131.68,74.97,27.28
140.15,74.97,27.55
148.09,74.97,27.86
156.34,74.97,28.12
163.34,74.97,28.34
170.1,74.97,28.55
174.86,74.97,28.78
179.5,74.97,29.1
175.16,74.97,29.39
165.45,74.97,29.74
157.15,74.97,30
145.12,74.97,30.25
123.58,74.11,30.86
94.1,72.58,31.64
60.23,71.58,32.64
38.78,70.66,33.69
23.39,70.24,34.55
14.89,69.57,35.39
10.12,69.42,35.94
10.22,69.13,36.13
14.63,68.73,35.98
25.69,68.17,35.32
52.01,67.42,34.11
87.68,66.41,33.22
86.04,66.08,33.5
54.83,65.68,34.17
29.68,64.07,34.68
16.74,61.44,35.01
10.92,59.08,34.86
8.96,57.24,34.49
8.71,55.76,34
9.19,54.61,33.36
9.84,53.61,32.72
10.44,52.79,31.98
11.2,52.04,31.2
12.02,51.39,30.53
13.16,50.76,29.86
14.55,50.11,29.28
15.57,49.64,28.78
16.65,49.19,28.39
17.68,48.79,28.1
18.47,48.47,27.89
19.13,48.27,27.73
19.69,48.02,27.67
19.91,47.88,27.52
20.32,47.72,27.46
20.66,47.63,27.45
20.82,47.5,27.38
21.03,47.45,27.32
21.03,47.42,27.27
21.12,47.41,27.22
21.55,47.32,27.24
21.37,47.37,27.22
21.44,47.39,27.23
21.41,47.39,27.26
21.4,47.4,27.23
21.41,47.41,27.25
21.1,47.46,27.23
21.05,47.46,27.27
21.12,47.46,27.29
21.28,47.44,27.33
20.83,47.54,27.33
20.66,47.62,27.38
20.86,47.53,27.48
20.59,47.56,27.54
20.3,47.64,27.51
20.18,47.63,27.53
20.23,47.6,27.61
20.03,47.65,27.68
19.85,47.67,27.69
14.49,41.02,10.03
11.6,40.81,10.29
10.7,40.47,10.6
9.1,40.08,11.1
9.17,39.73,11.7
11.24,39.51,12.14
15.89,39.16,12.36
17.56,38.89,12.49
17.03,38.74,12.74
15.64,39.1,13.29
18.17,39.68,14.07
25.19,40.31,14.72
30.11,41.4,15.2
31.25,42.5,15.55
31.64,43.47,15.75
31.05,44.32,15.64
30.81,45.59,15.17
27.15,47.15,14.34
20.86,48.03,13.33
15.57,47.89,12.2
12.22,47.31,11.02
11.56,46.71,10.06
11.94,46.19,9.41
12.58,45.94,8.93
12.75,45.9,8.56
13.26,45.65,8.2
13.24,45.32,7.86
12.86,44.96,7.57
12.96,44.53,7.45
13.42,44.24,7.34
13.96,44,7.28
14.94,43.69,7.19
15.32,43.54,7.13
15.54,43.36,6.99
15.93,43.02,6.87
15.72,42.85,6.94
16.08,42.64,6.91
16.17,42.39,6.89
15.86,42.37,7
16.48,42.23,6.94
17.04,42.07,6.9
17.25,41.97,6.89
17.23,41.88,6.82
17.23,41.73,6.8
17.22,41.58,6.85
16.99,41.55,6.91
17.6,41.44,6.89
17.91,41.31,6.88
17.79,41.29,6.93
17.12,41.35,6.94
17.22,41.34,6.94
17.69,41.34,6.96
18.25,41.37,6.85
18.66,41.4,6.74
18.64,41.38,6.67
17.98,41.43,6.7
18.47,41.32,6.65
19.15,41.18,6.6
19.85,41.12,6.51
20.02,41.04,6.46
19.33,41.09,6.48
19.89,40.97,6.44
20.98,40.72,6.38
21.63,40.59,6.37
21.56,40.54,6.38
20.77,40.51,6.38
21.33,40.31,6.41
21.87,40.12,6.45
21.88,40.13,6.47
21.55,40.14,6.48
21.19,40.15,6.51
21.58,40.04,6.57
21.59,39.99,6.62
21.53,39.95,6.67
20.86,39.96,6.72
20.68,39.92,6.77
20.32,39.9,6.89
20.36,39.84,6.95
19.6,39.84,7.05
19.35,39.8,7.17
19,39.69,7.32
18.89,39.56,7.47
17.98,39.48,7.7
17.02,39.38,7.97
14.38,39.22,8.46
10.91,38.91,9.26
5.52,38.82,10.24
6.2,37.65,10.98
5.83,36.76,11.65
7.06,37.38,11.76
16.36,37.87,10.69
14.24,39.25,10.24
3.63,42.23,10.83
6.31,43.54,12.45
14.4,43.23,15.07
14.9,42.8,16.61
11.11,51.44,30.85
11.38,51.63,30.63
11.32,51.47,30.48
12,51.25,30.03
12.31,50.76,29.53
13.49,50.34,28.96
14.76,49.83,28.59
15.73,49.42,28.19
16.74,49.04,27.85
17.55,48.7,27.6
18.2,48.42,27.44
18.51,48.27,27.33
18.88,48.09,27.28
18.96,48.02,27.28
18.91,47.97,27.32
18.54,47.98,27.41
17.81,48.1,27.52
17.08,48.23,27.67
16.14,48.49,27.86
15.2,48.82,28.09
14.24,49.28,28.25
13.68,49.81,28.53
13.31,50.52,28.78
13.36,51.37,29.05
13.67,52.29,29.35
13.97,53.32,29.59
14.26,54.54,29.84
14.96,55.78,29.95
16.44,57.13,29.87
18.72,58.39,29.69
21.53,59.67,29.41
24.52,60.99,29.13
28.44,62.33,28.93
32.47,63.79,28.71
37.53,65.13,28.46
45.05,66.5,27.99
53.32,67.79,27.57
63.57,68.87,27.41
74.08,69.98,27.48
83.69,71.21,27.71
92.91,72.43,27.86
100.39,73.67,27.93
109.54,74.94,27.97
124.14,74.97,28.02
135.04,74.97,28.19
139.79,74.97,28.52
146.26,74.97,28.58
150.5,74.97,28.57
154.27,74.97,28.59
155.67,74.97,28.7
157.97,74.97,28.79
162.64,74.97,28.84
163.12,74.97,29.04
166.83,74.97,29.21
165.7,74.97,29.29
163.95,74.97,29.54
153.54,74.97,29.6
130.91,74.97,30.2
87.06,74.97,31.62
58.57,72.72,32.97
33.59,71.38,33.89
19.23,70.06,34.88
10.78,69.96,35.51
9.77,69.55,35.7
17.27,69.71,35.42
39.83,69.44,34.19
84.2,68.44,33.05
91.13,68.2,33.35
53.67,68.31,34.32
25.41,66.64,34.9
12.89,63.45,34.98
7.52,60.42,34.79
5.63,58.25,34.4
6.01,56.52,33.77
6.72,55.25,33.09
7.76,54.16,32.33
8.63,53.28,31.56
9.63,52.49,30.76
10.81,51.74,30.07
12.07,51.04,29.42
13.35,50.42,28.88
14.66,49.86,28.37
15.92,49.35,28.01
16.8,48.98,27.67
17.75,48.63,27.46
18.57,48.36,27.32
19.03,48.15,27.22
19.41,48.03,27.12
19.56,47.92,27.09
19.56,47.85,27.01
20.12,47.71,27.08
19.94,47.75,27.08
19.69,47.79,27.05
19.79,47.79,27.1
19.47,47.86,27.14
19.07,47.92,27.16
13.07,48.52,29.58
13.67,48.64,29.33
13.48,48.56,29.18
15.06,48.24,28.76
15.44,47.8,28.54
16.09,47.59,28.18
16.67,47.3,28.04
16.49,47.23,28
16.11,47.35,28.03
15.39,47.69,28.07
14.45,48.32,28.13
13.89,49.23,28.16
13.76,50.38,28.23
13.66,51.85,28.22
14.26,53.42,28.18
15.2,55.15,28.05
17.22,56.9,27.88
20.11,58.77,27.59
24.16,60.78,27.24
29.39,62.7,26.96
37.15,64.5,26.95
47.96,66.18,27.2
61.12,68.24,27.46
70.09,70.67,27.63
78.26,73.53,27.71
97.74,74.97,27.85
120.31,74.97,28.43
124.8,74.42,29.5
108.08,72.23,30.63
83.93,70.16,31.4
66.5,69.15,32.19
65.16,68.52,32.47
87.69,67.21,32.47
90.55,66.61,33
56.74,66.57,33.93
27.25,65,34.71
13.07,61.94,35.03
7.07,58.77,34.9
4.86,56.3,34.39
5.41,54.29,33.42
7.15,52.62,32.26
9.28,51.31,31.01
11.63,50.09,29.91
13.45,49.21,28.94
15.94,48.2,28.27
17.74,47.57,27.68
20.16,46.84,27.3
21.53,46.46,26.95
22.74,46.08,26.72
24.11,45.77,26.58
24.73,45.55,26.45
25.17,45.39,26.36
25.37,45.27,26.37
25.14,45.26,26.43
24.52,45.3,26.52
23.62,45.4,26.66
22.43,45.54,26.82
20.87,45.85,27.02
19.27,46.34,27.23
17.5,47.03,27.45
15.99,48,27.63
14.8,49.18,27.81
14.46,50.54,27.86
14.37,52.11,27.93
14.55,53.79,27.94
15.57,55.55,27.8
17.11,57.32,27.69
19.94,59.18,27.4
23.75,61.05,27.08
29.4,63.11,26.67
35.6,65,26.43
44.28,66.78,26.43
57.06,68.78,26.48
74.76,70.47,26.44
95.39,72.51,26.44
114.07,74.84,26.91
137.6,74.97,27.49
156.19,74.97,28.07
163.08,74.97,28.73
164.35,74.97,29.18
158.15,74.97,29.56
142.11,74.97,30.13
105.79,74.49,30.96
72.11,72.98,31.94
44.3,71.95,32.9
28.83,71.27,33.7
20.66,70.71,34.2
19.53,70.27,34.47
30.66,69.7,34.01
61.56,68.48,33.06
95.95,67.39,32.63
72.65,67.45,33.37
38.5,66.32,34.13
19.22,63.72,34.48
10.92,60.92,34.43
8.5,59.21,34.24
7.53,49.22,32.08
7.68,49.42,31.94
7.35,49.47,31.86
7.83,49.62,31.4
7.92,49.72,31.02
8.06,50.24,30.48
8.42,50.9,30.04
8.89,51.72,29.55
9.38,52.64,29.11
9.87,53.71,28.64
10.98,54.78,28.21
12.29,55.85,27.78
13.7,56.86,27.41
15.39,57.86,27.13
17.57,58.92,26.89
19.4,59.87,26.68
21.94,60.79,26.65
24.74,61.75,26.59
26.88,62.71,26.62
30.55,63.81,26.49
34.78,64.84,26.54
42.95,65.7,26.66
52.17,66.59,27.02
61.56,67.71,27.68
69.39,69.09,28.39
72.47,70.79,29.09
71.51,72.72,29.62
76.02,74,29.95
86.37,74.08,30.29
92.03,73.23,30.71
92.99,71.28,31.27
79.92,69.15,31.96
64.97,67.04,32.45
47.41,65.84,33.07
31.9,65.5,33.8
23.59,65.9,34.3
21.33,66.62,34.45
22.38,67.21,34.5
25.71,67.98,34.3
32.25,68.49,33.88
38.23,68.85,33.5
43.57,69.19,33.08
48.65,69.68,32.69
54.4,70.1,32.25
60.43,70.44,31.86
66.98,71.07,31.42
78.06,71.71,31.01
95.09,72.32,30.55
112.61,72.94,30.25
125.85,73.53,30.19
124.82,74.21,30.42
118.01,74.59,30.75
100.98,74.95,31.3
86.11,74.84,31.76
79.48,74.29,31.87
72.68,73.48,32.22
67.99,72.15,32.5
59.75,70.55,33.15
44.06,68.79,34.29
27.6,67,35.53
15,64.93,36.33
10.09,62.08,36.22
7.87,59.23,35.87
6.36,56.75,35.59
5.43,54.82,35.25
5.41,53.26,34.77
5.84,52.01,34.06
6.69,50.89,33.24
7.49,50.03,32.29
8.59,49.15,31.39
9.84,48.35,30.46
10.99,47.66,29.63
12.4,47,28.97
13.52,46.46,28.42
14.65,46,28.02
15.62,45.62,27.75
16.18,45.37,27.51
16.95,45.11,27.34
17.41,44.94,27.21
17.84,44.79,27.14
18.23,44.69,27.09
18.58,44.58,27.05
18.43,44.58,26.98
18.59,44.54,26.95
18.53,44.51,26.96
18.38,44.5,26.94
18.65,44.48,26.92
18.62,44.46,26.93
18.6,44.47,26.97
18.28,44.49,27.01
18.12,44.51,27.04
17.78,44.47,27.06
17.61,44.53,27.12
17.87,44.52,27.13
17.39,44.58,27.15
16.99,44.64,27.16
43.75,44.75,13.69
41.02,44.6,13.63
40.04,44.12,13.49
34.3,43.55,13.44
30.88,43.23,13.49
34.04,43.34,13.47
36.91,43.78,13.58
40.21,44.29,13.62
41.02,45.2,13.72
41.88,46.22,13.9
46.21,47.18,14.04
48.24,48.55,13.86
41.52,50.06,13.31
30.9,51.03,12.51
21.98,51.12,11.5
16.45,50.89,10.43
14.56,50.44,9.44
14.13,49.92,8.76
14.44,49.75,8.26
14.5,49.5,7.73
13.99,49.1,7.34
13.96,48.67,7.06
13.92,48.34,6.84
14.7,47.88,6.63
14.84,47.66,6.58
15.06,47.5,6.51
15.74,47.21,6.39
15.07,47.23,6.41
15.58,47.15,6.29
16.31,46.97,6.15
16.35,47.02,6.09
16.79,47.08,5.99
17.96,46.97,5.78
18.06,47.03,5.69
19.4,46.82,5.44
19.41,46.54,5.3
18.84,46.44,5.37
19.61,46.1,5.32
19.88,45.85,5.29
20.13,45.65,5.36
20.28,45.62,5.44
20.49,45.58,5.39
21.23,45.37,5.32
21.11,45.34,5.34
20.39,45.4,5.4
21.06,45.23,5.35
21.46,45.09,5.38
20.89,45.22,5.46
21.35,45.15,5.43
20.82,45.21,5.46
20.4,45.44,5.48
21.63,45.33,5.35
21.43,45.34,5.31
19.89,45.69,5.48
20.75,45.58,5.44
21.17,45.36,5.38
19.51,45.68,5.64
19.76,45.76,5.6
19.42,45.55,5.62
17.17,46.11,5.97
19.26,46.3,5.88
20.96,46.21,5.55
18.6,46.7,5.64
18.52,46.82,5.57
19.11,46.58,5.4
18.73,46.39,5.53
18.23,46.47,5.72
19.24,46.53,5.61
21.05,46.3,5.37
21.06,46.3,5.31
20.13,46.26,5.27
19.7,45.98,5.19
19.94,45.64,5.33
20.86,45.29,5.48
21.4,45.02,5.47
20.81,44.92,5.63
20.34,44.85,5.74
20.38,44.61,5.82
21.12,44.28,5.99
20.94,44.09,6.12
20.92,43.88,6.27
20.48,43.64,6.54
19.8,43.38,6.84
18.75,42.96,7.33
15.37,42.69,8.1
10.15,42.43,9.14
4.96,42.19,10.51
9.99,40.83,11.22
16.62,39.78,11.77
24.11,40.31,11.83
39.67,40.89,10.48
30.02,42,9.98
13.98,44.75,10.21
11.39,47.4,11
18.04,47.24,13.12
22.18,47.09,14.6
15.5,38.7,23.87
15.83,38.58,24.02
17.3,38.59,23.95
18.66,38.3,23.84
19.4,37.84,23.84
20.65,37.37,23.84
21.18,37,23.8
20.92,36.77,23.78
20.8,36.67,23.81
20.48,36.69,23.78
20.31,36.71,23.77
20.09,36.74,23.76
19.81,36.81,23.74
19.66,36.86,23.78
19.2,37.01,23.74
19.11,37.09,23.74
19.21,37.11,23.75
18.99,37.17,23.74
19.05,37.19,23.76
18.62,37.28,23.73
18.8,37.32,23.75
18.63,37.36,23.74
18.68,37.39,23.71
18.68,37.38,23.73
18.43,37.42,23.73
18.33,37.49,23.7
18.3,37.54,23.71
18.19,37.59,23.69
17.92,37.65,23.66
17.72,37.74,23.66
17.52,37.84,23.59
17.26,37.96,23.59
17.02,38.09,23.54
16.42,38.28,23.46
16.23,38.46,23.43
15.6,38.7,23.35
15.04,39.02,23.28
14.53,39.42,23.21
13.74,39.85,23.11
13.03,40.39,23.05
12.37,40.99,22.98
11.9,41.63,22.87
11.47,42.28,22.81
11.52,42.98,22.8
12.35,43.54,22.87
14.48,44.02,23.3
18.29,44.5,24.02
24.04,45.05,24.94
31.36,45.86,26.04
39.59,47.01,26.87
47.43,48.44,27.54
52.67,50.17,27.94
54.48,51.69,28.25
56.56,53.06,28.46
59.33,54.16,28.64
60.42,55.06,28.63
62.45,56.09,28.44
65.7,57.13,28.26
67.87,58.35,28.29
67.01,58.11,28.39
62.4,57.82,28.41
66.3,58.52,28.3
72.85,58.91,28.18
68.61,58.95,28.42
60.85,57.63,28.7
56.18,57.03,28.7
60.48,57.68,28.69
67.81,58.38,28.4
60.74,58.08,28.55
48.64,57.75,29.02
45.69,58.4,29.12
43.36,59.03,29.11
37.44,58.78,29.42
30.49,57.89,29.84
27.24,56.96,30.12
24.75,56.06,30.58
22.77,55.19,31.02
21.12,54.41,31.42
21.32,53.71,31.68
22.86,53.15,31.87
26.58,52.41,31.92
31.14,51.46,31.87
36.23,50.16,31.84
40.02,48.97,31.83
41.69,47.85,31.84
40.66,47.02,31.7
37.61,46.5,31.48
33.85,46.46,31.02
31.14,46.71,30.29
28.6,47.03,29.4
26.34,47.26,28.51
24.55,47.36,27.63
23.1,47.51,26.77
22.09,47.52,26.03
22.04,47.37,25.49
22.09,47.31,25.21
12.01,51.45,30.68
11.98,51.68,30.47
11.91,51.54,30.39
12.7,51.3,29.97
12.87,50.82,29.65
13.68,50.53,29.19
14.35,50.1,28.91
14.69,49.84,28.67
15.12,49.56,28.54
15.24,49.42,28.49
14.95,49.45,28.54
14.43,49.66,28.65
14.1,49.93,28.81
13.47,50.46,29.02
13.32,51.16,29.19
13.63,51.99,29.38
13.98,53.01,29.56
14.62,54.13,29.7
15.4,55.47,29.69
16.59,56.89,29.57
18.89,58.25,29.37
21.51,59.57,29.1
24.82,61.01,28.83
28.85,62.44,28.57
33.44,63.92,28.3
38.4,65.45,28.01
45.13,66.96,27.63
53.39,68.25,27.32
64.52,69.36,27.24
76.4,70.52,27.37
86.19,71.81,27.49
94.19,73.11,27.55
106.89,74.35,27.49
119.65,74.97,27.53
133.09,74.97,27.82
144.42,74.97,28.06
148.28,74.97,28.34
154.14,74.97,28.52
156.8,74.97,28.58
161.21,74.97,28.63
164.41,74.97,28.81
168.71,74.97,28.95
172.3,74.97,29.11
169.76,74.97,29.45
166.47,74.97,29.6
162.24,74.97,29.71
155.97,74.97,29.85
134.87,74.97,30.15
109.19,74.86,30.95
71.93,73.42,32.16
42.35,72.08,33.34
23.51,71.53,34.32
14.22,70.7,35.21
10.19,70.6,35.63
13.8,70.26,35.49
26.17,70.14,34.79
57.27,69.14,33.59
94.57,68.11,32.98
79.59,68.03,33.62
41.81,67.52,34.4
20.17,65.1,34.81
10.33,61.86,34.81
6.92,59.16,34.45
6.13,57.27,33.98
7,55.69,33.32
7.8,54.58,32.54
8.86,53.57,31.7
9.89,52.74,30.88
11.02,51.99,30.13
12.47,51.27,29.49
13.86,50.61,28.9
15.28,50.04,28.4
16.71,49.51,28.02
17.58,49.16,27.74
18.64,48.79,27.55
19.46,48.51,27.39
19.82,48.33,27.27
20.52,48.17,27.21
20.72,48.07,27.12
20.85,48.09,27.07
21.27,47.98,27.09
21.22,48.03,27.09
21.32,48.05,27.1
21.22,48.11,27.12
21.2,48.12,27.17
20.99,48.19,27.23
20.82,48.25,27.28
20.69,48.27,27.31
20.66,48.27,27.39
20.53,48.33,27.44
20.25,48.37,27.47
19.81,48.39,27.48
19.88,48.38,27.5
20,48.34,27.54
19.45,48.42,27.56
19.46,48.35,27.55
10.85,52.66,31.21
10.85,52.82,31.08
10.63,52.71,30.93
11.28,52.43,30.56
11.75,51.93,30.25
12.53,51.57,29.75
13.27,51.16,29.42
13.83,50.78,29.1
14.63,50.4,28.82
15.46,50.05,28.61
15.93,49.81,28.45
16.44,49.58,28.3
16.78,49.43,28.17
16.82,49.32,28.06
17.22,49.2,27.94
17.71,49.03,27.88
18.08,48.95,27.81
18.32,48.87,27.77
18.22,48.8,27.72
18.43,48.69,27.63
18.67,48.56,27.54
18.77,48.48,27.48
18.92,48.41,27.4
19.01,48.33,27.3
19.27,48.23,27.23
19.41,48.15,27.21
19.45,48.11,27.16
19.9,48.01,27.15
19.66,48.01,27.14
19.77,47.98,27.13
19.98,47.93,27.13
19.58,47.96,27.12
19.69,47.98,27.12
19.52,47.99,27.2
19.13,48.06,27.25
18.63,48.16,27.35
18.11,48.2,27.5
17.32,48.32,27.66
16.4,48.5,27.88
15.47,48.71,28.08
14.23,49.09,28.3
13.47,49.54,28.56
12.81,50.13,28.83
12.47,50.92,29.05
12.46,51.85,29.3
12.57,53,29.44
13.1,54.27,29.45
13.91,55.67,29.39
15.28,57.03,29.22
17.06,58.46,29.03
19.29,59.83,28.88
22.15,61.23,28.71
25.56,62.77,28.49
30.15,64.23,28.21
36.22,65.81,27.77
43.08,67.19,27.44
53.72,68.46,27.22
65.19,69.77,27.29
75.66,71.14,27.51
84.96,72.56,27.57
96.29,74.02,27.47
109.19,74.97,27.55
121.49,74.97,27.95
133.95,74.97,28.17
142.07,74.97,28.45
148.34,74.97,28.59
150.8,74.97,28.7
153.48,74.97,28.8
155.18,74.97,28.83
160.95,74.97,28.82
161.42,74.97,29.07
163.64,74.97,29.2
164.86,74.97,29.31
163.05,74.97,29.55
157.43,74.97,29.69
154.99,74.97,29.67
140.18,74.97,30.02
109.92,74.91,30.86
77.14,73.41,31.84
49.24,72.19,32.8
29.97,71.3,33.72
18.55,70.85,34.53
13.39,70.48,35.02
13.7,70.38,35.2
23.03,70.05,34.75
47.53,69.7,33.63
89.4,68.36,32.78
87.08,68.13,33.28
48.92,68.15,34.24
23.2,66.31,34.79
11.34,63.15,34.94
6.27,60.35,34.66
5.36,58.22,34.09
5.67,56.82,33.43
6.95,55.55,32.73
7.8,54.79,32.15
22.15,47.54,6.45
21.97,47.41,6.6
23.67,47.44,6.46
24.19,47.53,6.4
23.18,47.6,6.31
22.39,47.72,6.34
23.83,47.54,6.24
24.2,47.47,6.25
24.22,47.5,6.23
23.93,47.5,6.16
23.28,47.52,6.16
23.48,47.49,6.2
25.05,47.33,6.08
24.62,47.33,6.09
23.51,47.48,6.11
24.01,47.33,6.02
24.46,47.13,6.08
23.66,47.2,6.21
24.14,47.19,6.18
24.58,47.11,6.21
24.23,47.19,6.28
23.73,47.38,6.26
24.82,47.31,6.12
24.61,47.32,6.18
23.31,47.44,6.22
23.13,47.48,6.23
24.58,47.3,6.21
25.46,47.23,6.2
24.14,47.42,6.18
23.38,47.51,6.13
23.78,47.3,6.18
23.92,47.29,6.27
24.03,47.33,6.19
25.47,47.21,6.11
24.56,47.32,6.14
23.93,47.43,6.05
25.31,47.21,5.96
25.48,47.03,6.08
24.82,47.07,6.11
25.21,46.81,6.02
24.69,46.63,6.24
24.3,46.45,6.41
24.09,46.24,6.57
23.36,46.03,6.81
22.75,45.87,7.09
22.84,45.66,7.3
22.56,45.51,7.57
22.4,45.5,7.88
22.22,45.51,8.1
22.29,45.42,8.32
21.51,45.1,8.6
18.91,44.54,9.14
16.18,43.68,9.86
16.7,42.39,10.57
22.66,41.28,11.33
34.44,40.77,11.83
57.08,40.48,11.29
49.05,40.65,11.02
28.02,41.38,12.06
30.28,41.75,13.82
41.62,42.37,15.49
79.86,43.02,16.16
102.74,45.68,16.31
93.51,47.87,16.58
80.22,49.82,16.37
68.24,51.89,15.63
59.83,54.06,14.2
44.52,55.09,12.6
28.14,54.5,10.86
20.67,53.35,9.04
18.28,51.91,7.82
18.99,50.74,7.29
20.97,49.7,7.02
21.41,49.15,6.83
21.07,48.75,6.64
21.71,48.24,6.66
20.9,48.04,6.78
20.75,47.9,6.79
21.74,47.62,6.83
21.81,47.62,6.91
21.48,47.72,6.8
22.12,47.68,6.74
21.52,47.69,6.8
20.53,47.89,6.89
21.56,47.77,6.83
21.07,47.93,6.95
20.89,48.18,6.91
21.24,48.24,6.92
19.72,48.52,7.03
20.41,48.65,7
20.8,48.75,6.98
20.13,48.99,6.95
20.02,49.01,7
20.04,48.92,6.93
19.92,48.9,7.07
19.97,48.97,7.16
16.27,58.76,28.91
16.13,59.51,28.98
18.81,60.83,28.71
22.5,62.49,28.34
26.34,63.97,27.78
34.47,65.86,26.94
44.91,67.44,26.71
57.87,69.19,26.68
72.06,71.1,26.71
89.61,73.09,26.75
109.33,74.97,27
132.17,74.97,27.49
147,74.97,28.1
151.59,74.97,28.71
151.8,74.97,29.1
147.61,74.97,29.2
126.79,74.97,29.73
91.67,74.92,30.83
57.74,73.53,31.97
36.85,72.07,32.96
21.44,71.56,33.79
15.36,70.91,34.3
15.84,70.85,34.39
27.71,70.49,33.92
62.89,69.44,32.86
94.65,68.26,32.6
63.93,68.15,33.54
29.69,66.48,34.36
13.37,62.88,34.67
6.48,59.41,34.57
4.09,56.85,34.14
4.48,54.79,33.22
6.07,53.11,32.14
7.84,51.87,30.92
9.83,50.71,29.85
11.72,49.75,28.93
13.67,48.84,28.21
15.55,48.16,27.67
17.48,47.44,27.21
19.11,46.94,26.89
20.23,46.57,26.64
21.25,46.25,26.45
21.9,45.97,26.36
22.22,45.87,26.26
22.37,45.71,26.26
22.05,45.69,26.31
21.91,45.67,26.43
20.51,45.89,26.57
19.39,46.08,26.74
17.76,46.47,26.93
16.29,46.99,27.11
14.94,47.77,27.28
13.9,48.7,27.47
12.94,49.99,27.53
12.67,51.37,27.6
12.88,52.92,27.63
13.4,54.5,27.61
14.15,56.12,27.52
15.84,57.8,27.33
18.25,59.49,27.02
21.81,61.17,26.7
26.93,62.96,26.39
33.48,64.61,26.06
41.76,66.27,26.08
54.45,67.87,26.5
67.67,69.77,26.89
77.13,71.78,27.23
82.24,74.52,27.56
95.02,74.97,27.88
113.28,74.97,28.22
121.15,74.97,29.02
104.18,73.23,30.08
85.92,71.04,31.04
70.21,70.07,31.71
76.35,68.86,31.92
